Rz¹d dynamiki,Dane ucz¹ce,Dane weryfikuj¹ce
1,0.0056,0.0053,0.0053,0.1412,0.0128,0.0128,0.0064,0.0054,0.0054,0.2883,0.0255,0.0227
2,0.0049,0.0042,0.0041,0.1438,0.0109,0.0108,0.0065,0.0044,0.0044,0.2875,0.0175,0.0185
3,0.0047,0.0037,0.0036,0.1373,0.0077,0.0077,0.0068,0.0041,0.0041,0.2848,0.0126,0.0141
